Company Name,Ticker,Sector,Exchange,Market Cap
UTD NATURAL FDS,UNFI,Consumer Staples,NSDQ,2232.92
URBAN OUTFITTER,URBN,Retail-Wholesale,NSDQ,4175.79
US CONCRETE INC,USCR,Construction,NSDQ,775.83
US LIME&MINERAL,USLM,Construction,NSDQ,300.72
ULTRATECH STEP,UTEK,Computer and Technology,NSDQ,455.08
UTD THERAPEUTIC,UTHR,Medical,NSDQ,7514.1
UTI WORLDWIDE,UTIW,Transportation,NSDQ,844.83
UNIVEST CORP PA,UVSP,Finance,NSDQ,395.5
VIRGIN AMERICA,VA,Transportation,NSDQ,1497.28
VASCULAR SOLUTN,VASC,Medical,NSDQ,648.71
VASCO DATA SEC,VDSI,Computer and Technology,NSDQ,761.69
VIDEOCON D2H,VDTH,Consumer Discretionary,NSDQ,1195.7
VEECO INSTRS-DE,VECO,Computer and Technology,NSDQ,967.92
VIACOM INC-A,VIA,Consumer Discretionary,NSDQ,18232.6
VIACOM INC-B,VIAB,Consumer Discretionary,NSDQ,18050
VIAVI SOLUTIONS,VIAV,Computer and Technology,NSDQ,1456.51
VICOR CORP,VICR,Computer and Technology,NSDQ,416.81
VIMPELCOM LTD,VIP,Utilities,NSDQ,10083.64
VIRTU FINL INC,VIRT,Finance,NSDQ,720.06
MERIDIAN BIOSCI,VIVO,Medical,NSDQ,762.11
VILLAGE SPRMKT,VLGEA,Retail-Wholesale,NSDQ,405.2
VANDA PHARMACT,VNDA,Medical,NSDQ,501.92
21VIANET GP-ADR,VNET,Computer and Technology,NSDQ,1733.22
VIPER ENERGY,VNOM,Oils-Energy,NSDQ,1135.91
VANGUARD NATURL,VNR,Oils-Energy,NSDQ,757.8
VODAFONE GP PLC,VOD,Computer and Technology,NSDQ,99976.91
VERA BRADLEY,VRA,Retail-Wholesale,NSDQ,426.81
VARONIS SYSTEMS,VRNS,Computer and Technology,NSDQ,584.13
VERINT SYSTEMS,VRNT,Computer and Technology,NSDQ,3504.16
VERISK ANALYTIC,VRSK,Business Services,NSDQ,13084.7
VERISIGN INC,VRSN,Computer and Technology,NSDQ,8046.65
VIRTUS INVESTMT,VRTS,Finance,NSDQ,1065.34
VIRTUSA CORP,VRTU,Computer and Technology,NSDQ,1471.29
VERTEX PHARM,VRTX,Medical,NSDQ,33698.92
VERSARTIS INC,VSAR,Medical,NSDQ,551.66
VIASAT INC,VSAT,Computer and Technology,NSDQ,2881.38
VITAL THERAPIES,VTL,Medical,NSDQ,457.67
VWR CORP,VWR,Medical,NSDQ,3478.39
WESTAMER BANCP,WABC,Finance,NSDQ,1239.73
WASH FEDL INC,WAFD,Finance,NSDQ,2186.02
WASH TR BANCORP,WASH,Finance,NSDQ,663.76
WEIBO CORP ADS,WB,Computer and Technology,NSDQ,2809.81
WALGREENS BAI,WBA,Retail-Wholesale,NSDQ,101888.16
WEBMD HEALTH CP,WBMD,Computer and Technology,NSDQ,1630.08
WESTERN DIGITAL,WDC,Computer and Technology,NSDQ,19283.46
WD 40 CO,WDFC,Consumer Staples,NSDQ,1303.92
WENDYS CO/THE,WEN,Retail-Wholesale,NSDQ,2850.58
WERNER ENTRPRS,WERN,Transportation,NSDQ,1995
WISDOMTREE INV,WETF,Finance,NSDQ,3384.65
WHOLE FOODS MKT,WFM,Retail-Wholesale,NSDQ,12361.74
WILSHIRE BCP,WIBC,Finance,NSDQ,893.6
BOINGO WIRELESS,WIFI,Computer and Technology,NSDQ,361.86
WINDSTREAM HLDG,WIN,Computer and Technology,NSDQ,568.65
WINMARK CORP,WINA,Retail-Wholesale,NSDQ,415.15
WINGSTOP INC,WING,Retail-Wholesale,NSDQ,900.02
ENCORE WIRE CP,WIRE,Industrial Products,NSDQ,685.51
WIX.COM LTD,WIX,Computer and Technology,NSDQ,832.93
WRIGHT MEDICAL,WMGI,Medical,NSDQ,1272.6
VCA INC,WOOF,Medical,NSDQ,4728.42
WPP PLC,WPPGY,Business Services,NSDQ,29044.51
WORLD ACCEPTANC,WRLD,Finance,NSDQ,451.12
WESBANCO INC,WSBC,Finance,NSDQ,1240.99
WATERSTONE FINL,WSBF,Finance,NSDQ,389.46
WSFS FINL CORP,WSFS,Finance,NSDQ,788.99
WEST CORP,WSTC,Computer and Technology,NSDQ,2236.64
WEST BANCORP,WTBA,Finance,NSDQ,311.54
WINTRUST FINL,WTFC,Finance,NSDQ,2553.1
WOODWARD INC,WWD,Computer and Technology,NSDQ,3065.88
WEB.COM GROUP,WWWW,Computer and Technology,NSDQ,1219.33
WYNN RESRTS LTD,WYNN,Consumer Discretionary,NSDQ,10472.53
XBIOTECH INC,XBIT,Medical,NSDQ,443.63
XCERRA CORP,XCRA,Computer and Technology,NSDQ,343.38
INTERSECT ENT,XENT,Medical,NSDQ,755.22
XILINX INC,XLNX,Computer and Technology,NSDQ,11174.03
ACCELERON PHARM,XLRN,Medical,NSDQ,923.33
XENCOR INC,XNCR,Medical,NSDQ,841.89
XUNLEI LTD-ADR,XNET,Computer and Technology,NSDQ,607.24
XENOPORT INC,XNPT,Medical,NSDQ,399.25
XOOM CORP,XOOM,Business Services,NSDQ,974.91
DENTSPLY INTL,XRAY,Medical,NSDQ,7798.49
IXIA,XXIA,Computer and Technology,NSDQ,1235.09
YODLEE INC,YDLE,Computer and Technology,NSDQ,372.92
YAHOO! INC,YHOO,Computer and Technology,NSDQ,34412.7
YANDEX NV-A,YNDX,Computer and Technology,NSDQ,4308.7
YRC WORLDWD INC,YRCW,Transportation,NSDQ,645.89
YY INC-ADR,YY,Computer and Technology,NSDQ,3262.17
ZILLOW GROUP,Z,Computer and Technology,NSDQ,4374.62
ZAIS GROUP HLDG,ZAIS,Finance,NSDQ,346.84
ZEBRA TECH CL A,ZBRA,Industrial Products,NSDQ,5486.99
ZAFGEN INC,ZFGN,Medical,NSDQ,1021.97
ZOGENIX INC,ZGNX,Medical,NSDQ,454.24
HORSEHEAD HLDG,ZINC,Industrial Products,NSDQ,492.37
ZIONS BANCORP,ZION,Finance,NSDQ,6258.92
ZIOPHARM ONCLGY,ZIOP,Medical,NSDQ,1564.44
ZELTIQ AESTHETC,ZLTQ,Medical,NSDQ,1328.56
ZYNGA INC,ZNGA,Consumer Discretionary,NSDQ,2428.43
ZS PHARMA INC,ZSPH,Medical,NSDQ,1412.35
ZULILY-A,ZU,Retail-Wholesale,NSDQ,1605.17
ZUMIEZ INC,ZUMZ,Retail-Wholesale,NSDQ,675.24
